2022-06-20 10:31:36,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:36,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:37,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:37,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:38,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:38,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:39,119,119,119.0,198.73,1190.0,119.0,119.0,119.0,198.73,1190.0,1190.0

2022-06-20 10:31:39,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:40,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:40,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:41,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:41,115,115,115.0,192.05,1150.0,115.0,115.0,115.0,192.05,1150.0,1150.0

2022-06-20 10:31:42,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:42,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:43,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:43,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:44,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:44,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:45,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:45,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:46,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:46,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:47,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:47,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:48,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:48,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:49,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:49,118,118,118.0,197.06,1180.0,118.0,118.0,118.0,197.06,1180.0,1180.0

2022-06-20 10:31:50,118,118,118.0,197.06,1180.0,118.0,118.0,118.0,197.06,1180.0,1180.0

2022-06-20 10:31:50,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:51,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:51,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:52,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:52,118,118,118.0,197.06,1180.0,118.0,118.0,118.0,197.06,1180.0,1180.0

2022-06-20 10:31:53,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:53,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:54,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:54,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:55,118,118,118.0,197.06,1180.0,118.0,118.0,118.0,197.06,1180.0,1180.0

2022-06-20 10:31:55,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:56,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:56,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:57,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:57,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:58,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:58,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:31:59,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:31:59,116,116,116.0,193.72,1160.0,116.0,116.0,116.0,193.72,1160.0,1160.0

2022-06-20 10:32:00,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:32:00,118,118,118.0,197.06,1180.0,118.0,118.0,118.0,197.06,1180.0,1180.0

2022-06-20 10:32:01,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:32:01,117,117,117.0,195.39,1170.0,117.0,117.0,117.0,195.39,1170.0,1170.0

2022-06-20 10:32:02,118,118,118.0,197.06,1180.0,118.0,118.0,118.0,197.06,1180.0,1180.0

